id_oportunidade,id_parceiro,id_produto,data_registro,quantidade,valor_total,status
6316,82147395000114,2,2024-11-13,58,165576.66,Fechada
6317,51428963000121,3,2024-02-13,8,28407.2,Aberta
6318,81924605000170,19,2023-11-19,59,188913.87,Perdida
6319,92670451000154,17,2024-01-13,92,154147.84,Aberta
6320,13486579000196,44,2024-05-02,30,123707.70000000001,Fechada
6321,73658420000133,40,2024-12-07,32,11795.2,Fechada
6322,43908267000194,23,2023-05-20,57,273556.68,Fechada
6323,09635714000140,14,2023-10-02,26,68616.86,Fechada
6324,05167928000189,27,2024-05-22,95,16462.55,Aberta
6325,39465072000140,43,2023-05-09,83,105498.81,Fechada
6326,87653941000102,14,2024-04-08,31,81812.41,Fechada
6327,82570196000114,33,2024-10-31,69,226160.61000000002,Fechada
6328,85709432000129,51,2024-02-01,98,56071.68,Perdida
6329,85709432000129,53,2024-02-01,98,56071.68,Perdida
6330,61435872000177,40,2023-09-09,23,8477.800000000001,Aberta
6331,72418639000100,29,2024-02-18,9,38449.89,Fechada
6332,58726493000121,42,2023-10-25,21,71377.74,Perdida
6333,82916470000164,20,2023-10-28,18,15569.82,Fechada
6334,38671409000102,47,2024-11-10,68,216241.36,Fechada
6335,82916470000164,26,2024-12-27,71,249556.48,Aberta
6336,54318792000176,41,2024-01-19,51,227224.89,Aberta
6337,85709432000129,12,2024-05-25,45,98734.95000000001,Fechada
6338,10563289000100,36,2023-05-19,35,150598.0,Perdida
6339,16934507000152,6,2024-11-14,46,68658.68,Fechada
6340,48526193000145,12,2024-02-19,98,215022.78,Fechada
6341,69457012000146,41,2024-01-17,35,155938.65000000002,Perdida
6342,58091462000141,37,2023-05-24,82,33527.340000000004,Perdida
6343,81924605000170,14,2024-01-18,35,92368.85,Perdida
6344,67493582000166,48,2024-12-04,24,115143.12,Aberta
6345,84907316000151,46,2023-10-30,5,9725.4,Fechada
6346,10298654000105,15,2023-01-19,8,37145.84,Aberta
6347,30476915000139,30,2024-06-10,9,24017.31,Aberta
6348,15283790000137,9,2023-02-27,26,87778.34,Fechada
6349,15283790000137,39,2023-02-27,26,87778.34,Fechada
6350,69327841000104,31,2023-09-30,57,94975.11,Perdida
6351,70136845000194,21,2023-07-01,44,181914.92,Aberta
6352,84365927000115,43,2023-09-05,62,78806.34,Fechada
6353,05813476000165,36,2023-06-17,32,137689.6,Fechada
6354,84907316000151,46,2023-07-01,99,192562.91999999998,Aberta
6355,47562019000195,17,2023-05-04,55,92153.6,Perdida
6356,98603142000148,31,2023-08-12,60,99973.8,Aberta
6357,15863492000116,6,2024-04-24,72,107465.76,Fechada
6358,56483297000148,24,2024-09-03,53,88062.68,Perdida
6359,69045813000102,2,2024-07-27,14,39966.78,Fechada
6360,26374589000181,41,2024-09-12,94,418806.66000000003,Fechada
6361,52093841000194,44,2023-04-10,69,284527.71,Aberta
6362,48526193000145,43,2024-05-26,71,90245.97,Fechada
6363,05163789000115,38,2023-06-09,54,150503.4,Fechada
6364,83691075000193,16,2023-10-11,49,19471.13,Perdida
6365,94738615000163,40,2024-01-30,37,13638.2,Aberta
6366,83279064000109,34,2023-12-30,58,179963.56,Aberta
6367,98203146000139,5,2024-03-25,43,201488.11000000002,Fechada
6368,92685710000110,14,2024-12-16,90,237519.90000000002,Perdida
6369,85374690000100,34,2024-05-18,91,282356.62,Aberta
6370,62987043000160,44,2024-12-11,87,358752.33,Perdida
6371,68095734000135,29,2023-01-17,49,209338.29,Perdida
6372,87653941000102,32,2024-10-21,1,4067.43,Aberta
6373,46281375000178,50,2024-08-09,25,46973.5,Perdida
6374,61435872000177,19,2024-10-25,25,80048.25,Aberta
6375,93486750000104,7,2024-10-05,55,119985.8,Fechada
6376,27591460000198,32,2024-09-07,29,117955.47,Perdida
6377,05163789000115,29,2024-09-10,46,196521.66,Fechada
6378,37465092000195,33,2024-02-19,61,199939.09,Aberta
6379,12403859000120,3,2024-12-05,42,149137.80000000002,Perdida
6380,36128450000101,9,2023-07-04,62,209317.58000000002,Perdida
6381,36128450000101,39,2023-07-04,62,209317.58000000002,Perdida
6382,72560143000169,49,2024-08-05,62,216490.36000000002,Perdida
6383,70136845000194,24,2023-06-14,95,157848.19999999998,Fechada
6384,52346709000147,9,2023-10-17,52,175556.68,Fechada
6385,52346709000147,39,2023-10-17,52,175556.68,Fechada
6386,61435872000177,46,2024-06-06,95,184782.6,Aberta
6387,87903421000100,19,2023-02-02,71,227337.03,Perdida
6388,53879426000123,41,2023-11-13,65,289600.35000000003,Aberta
6389,91376805000190,49,2024-05-08,35,122212.3,Aberta
6390,90237146000148,36,2023-03-25,93,400160.4,Perdida
6391,53879426000123,35,2023-09-20,73,342406.5,Aberta
6392,13678905000167,15,2024-02-06,48,222875.03999999998,Fechada
6393,56132490000134,37,2023-03-01,85,34753.95,Aberta
6394,18356470000158,40,2023-08-06,45,16587.0,Aberta
6395,60413782000112,44,2024-03-12,46,189685.14,Fechada
6396,53879426000123,46,2024-02-27,28,54462.24,Fechada
6397,87903421000100,50,2024-10-26,54,101462.76000000001,Aberta
6398,82916470000164,28,2024-08-05,9,13485.24,Aberta
6399,23496851000172,45,2024-02-29,9,39490.02,Perdida
6400,50186723000103,12,2024-11-15,65,142617.15,Fechada
6401,17253086000167,31,2023-03-10,38,63316.74,Aberta
6402,52346709000147,8,2024-09-18,57,226845.75,Fechada
6403,54203876000164,15,2023-02-20,48,222875.03999999998,Aberta
6404,58091462000141,1,2023-12-20,38,109101.42000000001,Fechada
6405,71206584000102,6,2024-03-23,70,104480.59999999999,Aberta
6406,10423769000176,41,2024-02-18,21,93563.19,Fechada
6407,17253086000167,44,2023-07-19,80,329887.2,Aberta
6408,41693725000190,28,2023-07-17,7,10488.519999999999,Aberta
6409,71396240000103,29,2023-07-25,69,294782.49,Aberta
6410,60841275000180,36,2024-09-18,22,94661.6,Perdida
6411,23654987000163,31,2024-08-04,49,81645.27,Perdida
6412,05813476000165,21,2023-05-29,45,186049.35,Perdida
6413,69273150000175,9,2024-06-26,89,175717.15,Aberta
6414,69273150000175,39,2024-06-26,89,175717.15,Aberta
6415,51690843000106,3,2025-01-04,84,298275.60000000003,Aberta
6416,27549830000129,46,2024-05-27,9,17505.72,Fechada
6417,51086479000161,35,2024-11-04,81,379930.5,Fechada
6418,39582407000100,5,2023-07-17,7,32800.39,Aberta
6419,82916470000164,30,2023-07-04,52,138766.68,Perdida
6420,41089326000114,18,2024-06-26,80,332648.8,Perdida
6421,49306785000114,49,2024-07-18,96,335210.88,Perdida
6422,58091462000141,33,2023-12-28,21,68831.49,Perdida
6423,60413782000112,40,2023-05-25,49,18061.4,Perdida
6424,87903421000100,18,2023-02-08,70,291067.69999999995,Aberta
6425,98603142000148,17,2024-04-25,5,8377.6,Fechada
6426,10423769000176,36,2023-08-02,50,215140.0,Perdida
6427,86740932000196,16,2024-03-11,10,3973.7,Aberta
6428,94021873000124,50,2023-08-11,86,161588.84,Perdida
6429,05813476000165,51,2023-03-19,15,8582.4,Fechada
6430,05813476000165,53,2023-03-19,15,8582.4,Fechada
6431,17462508000104,11,2024-08-07,87,407927.33999999997,Aberta
6432,39465072000140,50,2023-06-04,39,73278.66,Perdida
6433,46123578000136,36,2024-07-30,58,249562.40000000002,Perdida
6434,65921873000182,41,2024-10-14,66,294055.74000000005,Perdida
6435,89231756000155,41,2024-12-20,15,66830.85,Fechada
6436,39864210000163,35,2023-02-26,97,454978.5,Aberta
6437,75048632000124,9,2024-12-11,14,27640.899999999998,Perdida
6438,75048632000124,39,2024-12-11,14,27640.899999999998,Perdida
6439,67042319000150,6,2024-12-09,5,7462.9,Perdida
6440,56483297000148,44,2023-04-20,71,292774.89,Aberta
6441,10298654000105,12,2024-02-17,73,160170.03,Perdida
6442,82106439000168,15,2023-08-31,97,450393.30999999994,Perdida
6443,26374589000181,36,2023-02-24,43,185020.4,Fechada
6444,51428963000121,34,2023-06-18,3,9308.460000000001,Aberta
6445,97163520000157,8,2023-07-03,58,230825.5,Aberta
6446,75832104000161,11,2023-07-16,6,28132.92,Fechada
6447,37465092000195,29,2024-04-06,76,324687.96,Perdida
6448,36128450000101,20,2024-08-21,33,28544.670000000002,Perdida
6449,36482157000148,38,2024-04-03,69,192309.9,Fechada
6450,94738615000163,43,2024-01-13,41,52113.869999999995,Aberta
6451,06948123000135,12,2024-01-03,22,48270.420000000006,Perdida
6452,46793508000195,7,2023-03-25,27,58902.119999999995,Fechada
6453,94021873000124,14,2024-02-29,14,36947.54,Aberta
6454,10423769000176,3,2024-11-22,25,88772.5,Fechada
6455,07123946000194,33,2024-09-05,81,265492.89,Aberta
6456,43908267000194,44,2023-02-16,30,123707.70000000001,Perdida
6457,54823017000178,35,2023-09-12,29,136024.5,Perdida
6458,86740932000196,11,2024-09-12,76,356350.31999999995,Perdida
6459,06352789000126,9,2024-05-14,59,116486.65,Fechada
6460,06352789000126,39,2024-05-14,59,116486.65,Fechada
6461,48526193000145,44,2023-03-05,73,301022.07,Perdida
6462,08193762000163,15,2023-06-09,7,32502.609999999997,Fechada
6463,51243687000127,12,2024-01-14,1,2194.11,Fechada
6464,82760543000171,25,2023-04-08,19,30015.25,Fechada
6465,85709432000129,37,2023-12-17,19,7768.53,Fechada
6466,29645783000142,14,2023-03-13,22,58060.420000000006,Perdida
6467,53879426000123,35,2024-01-12,73,342406.5,Perdida
6468,86740932000196,31,2023-06-10,5,8331.15,Aberta
6469,01538479000187,32,2023-03-26,57,231843.50999999998,Fechada
6470,65721394000112,47,2024-03-04,55,174901.1,Perdida
6471,73658420000133,25,2024-04-09,14,22116.5,Perdida
6472,38241795000100,34,2023-06-23,22,68262.04000000001,Aberta
6473,69273150000175,48,2024-04-16,89,426989.07,Fechada
6474,87653941000102,32,2024-01-21,58,235910.94,Fechada
6475,82570196000114,9,2023-08-28,98,193486.3,Aberta
6476,82570196000114,39,2023-08-28,98,193486.3,Aberta
6477,01549628000103,37,2024-03-25,68,27803.16,Perdida
6478,15863492000116,30,2023-01-15,56,149441.04,Perdida
6479,37465092000195,24,2024-04-03,18,29908.079999999998,Fechada
6480,12403859000120,18,2023-12-07,28,116427.07999999999,Aberta
6481,38671409000102,10,2024-11-06,37,184584.49000000002,Perdida
6482,93062785000108,28,2024-12-10,100,149836.0,Perdida
6483,19740658000168,36,2023-04-04,11,47330.8,Perdida
6484,10423769000176,9,2024-07-20,61,205941.49000000002,Fechada
6485,10423769000176,39,2024-07-20,61,205941.49000000002,Fechada
6486,91782063000100,21,2024-11-26,40,165377.2,Fechada
6487,38671409000102,11,2023-12-17,74,346972.68,Fechada
6488,75832104000161,26,2024-09-02,68,239011.84,Aberta
6489,48526193000145,18,2024-05-21,94,390862.33999999997,Perdida
6490,30192685000186,36,2023-06-08,2,8605.6,Aberta
6491,35691470000123,44,2024-04-09,8,32988.72,Perdida
6492,39465072000140,18,2024-09-24,84,349281.24,Aberta
6493,58091462000141,40,2024-05-15,26,9583.6,Perdida
6494,48526193000145,31,2024-04-29,43,71647.89,Aberta
6495,13865704000179,23,2024-08-16,41,196768.84,Aberta
6496,24190358000192,41,2023-12-28,56,249501.84000000003,Perdida
6497,10423769000176,38,2023-01-08,64,178374.4,Perdida
6498,18796230000174,12,2023-07-22,15,32911.65,Fechada
6499,08341926000152,30,2024-08-16,39,104075.01000000001,Fechada
6500,54029617000169,6,2023-11-20,39,58210.619999999995,Perdida
6501,82195430000170,14,2024-04-19,2,5278.22,Aberta
6502,15283790000137,9,2023-08-06,99,334232.91000000003,Fechada
6503,15283790000137,39,2023-08-06,99,334232.91000000003,Fechada
6504,21068975000121,19,2024-01-25,35,112067.54999999999,Aberta
6505,79562304000100,23,2024-05-12,95,455927.8,Aberta
6506,08341926000152,44,2023-05-25,23,94842.57,Fechada
6507,85709432000129,45,2023-09-20,64,280817.92,Aberta
6508,65839402000120,7,2024-02-06,90,196340.4,Fechada
6509,26374589000181,51,2024-01-18,9,5149.44,Fechada
6510,26374589000181,53,2024-01-18,9,5149.44,Fechada
6511,97163520000157,40,2024-02-11,85,31331.000000000004,Fechada
6512,47291650000105,22,2023-08-16,99,25626.15,Perdida
6513,36128450000101,5,2024-05-23,44,206173.88,Perdida
6514,73891425000101,9,2023-08-28,71,140178.85,Fechada
6515,73891425000101,39,2023-08-28,71,140178.85,Fechada
6516,39582407000100,1,2023-08-01,74,212460.66,Fechada
6517,58091462000141,49,2024-11-11,70,244424.6,Perdida
6518,48526193000145,49,2024-02-25,70,244424.6,Fechada
6519,10298654000105,48,2023-07-20,22,105547.86,Perdida
6520,27613948000179,6,2023-09-29,9,13433.22,Perdida
6521,76543092000118,2,2023-08-09,44,125609.88,Aberta
6522,94586732000159,51,2024-06-17,13,7438.08,Perdida
6523,94586732000159,53,2024-06-17,13,7438.08,Perdida
6524,75924680000139,40,2024-03-18,5,1843.0,Aberta
6525,10563289000100,24,2024-02-02,86,142894.16,Aberta
6526,61435872000177,23,2023-09-04,61,292753.64,Fechada
6527,89231756000155,9,2024-05-08,89,300472.01,Aberta
6528,89231756000155,39,2024-05-08,89,300472.01,Aberta
6529,81924605000170,2,2023-12-15,9,25692.93,Aberta
6530,38671409000102,9,2023-04-04,40,78974.0,Fechada
6531,38671409000102,39,2023-04-04,40,78974.0,Fechada
6532,52346709000147,30,2024-08-17,90,240173.1,Aberta
6533,82106439000168,22,2023-05-29,8,2070.8,Aberta
6534,65921873000182,17,2024-01-21,81,135717.12,Aberta
6535,70136845000194,46,2023-01-13,60,116704.79999999999,Fechada
6536,82147395000114,3,2023-09-12,79,280521.10000000003,Aberta
6537,53879426000123,9,2024-12-01,62,209317.58000000002,Perdida
6538,53879426000123,39,2024-12-01,62,209317.58000000002,Perdida
6539,48195760000128,35,2024-02-07,27,126643.5,Perdida
6540,19078524000123,19,2024-01-08,20,64038.6,Aberta
6541,71396240000103,6,2024-01-28,53,79106.73999999999,Aberta
6542,19078524000123,18,2023-05-14,31,128901.40999999999,Perdida
6543,36128450000101,33,2023-05-26,15,49165.35,Fechada
6544,76193402000111,33,2023-02-27,11,36054.590000000004,Aberta
6545,36128450000101,22,2024-08-20,11,2847.3500000000004,Aberta
6546,82916470000164,22,2023-12-09,65,16825.25,Aberta
6547,53879426000123,11,2024-06-13,46,215685.71999999997,Aberta
6548,10423769000176,51,2023-09-01,76,43484.159999999996,Fechada
6549,10423769000176,53,2023-09-01,76,43484.159999999996,Fechada
6550,89357206000187,38,2023-03-22,63,175587.3,Aberta
6551,13865704000179,31,2024-12-26,28,46654.44,Aberta
6552,83279064000109,6,2024-11-07,16,23881.28,Aberta
6553,21798640000169,26,2023-12-18,23,80842.24,Fechada
6554,24137089000109,46,2023-09-30,10,19450.8,Fechada
6555,10423769000176,17,2024-05-17,76,127339.52,Fechada
6556,10298654000105,40,2024-06-24,87,32068.2,Fechada
6557,32489106000197,7,2024-03-01,93,202885.08,Perdida
6558,27593016000101,31,2024-10-07,31,51653.13,Perdida
6559,24137089000109,14,2023-05-29,25,65977.75,Aberta
6560,53028194000108,38,2023-06-07,95,264774.5,Perdida
6561,03621547000100,38,2024-09-03,74,206245.4,Perdida
6562,42153870000140,3,2023-04-02,36,127832.40000000001,Aberta
6563,58091462000141,23,2024-08-22,92,441530.07999999996,Perdida
6564,52169830000140,2,2023-07-07,52,148448.04,Fechada
6565,54823017000178,2,2023-06-22,22,62804.94,Aberta
6566,29537460000135,6,2023-09-03,97,144780.25999999998,Aberta
6567,18924536000169,1,2024-02-01,39,111972.51000000001,Aberta
6568,49086132000177,3,2023-09-02,61,216604.9,Aberta
6569,36215940000145,44,2023-09-13,45,185561.55000000002,Fechada
6570,93207481000191,34,2024-08-25,30,93084.6,Fechada
6571,24137089000109,5,2024-02-23,84,393604.68000000005,Perdida
6572,93486750000104,7,2024-01-09,57,124348.92,Aberta
6573,87653941000102,35,2023-03-28,6,28143.0,Aberta
6574,17560438000127,35,2024-06-22,55,257977.5,Fechada
6575,70136845000194,25,2023-08-29,15,23696.25,Aberta
6576,48195760000128,33,2024-12-28,20,65553.8,Fechada
6577,27613948000179,20,2024-04-25,60,51899.4,Aberta
6578,98203146000139,11,2023-06-20,34,159419.88,Fechada
6579,32097618000108,5,2024-03-26,42,196802.34000000003,Aberta
6580,10423769000176,18,2024-06-12,64,266119.04,Fechada
6581,36215940000145,14,2023-05-08,19,50143.090000000004,Aberta
6582,46281375000178,9,2023-09-16,70,236326.30000000002,Fechada
6583,46281375000178,39,2023-09-16,70,236326.30000000002,Fechada
6584,08943652000171,31,2023-05-09,65,108304.95,Fechada
6585,28597364000110,33,2023-06-06,94,308102.86,Aberta
6586,73658420000133,48,2024-08-25,26,124738.38,Fechada
6587,03621547000100,46,2023-11-11,71,138100.68,Aberta
6588,82106439000168,21,2024-09-09,74,305947.82,Fechada
6589,65140839000170,32,2023-05-21,85,345731.55,Perdida
6590,73582690000108,24,2024-10-31,63,104678.28,Fechada
6591,10563289000100,48,2023-05-10,54,259072.02000000002,Perdida
6592,38671409000102,45,2024-04-25,77,337859.06,Fechada
6593,83057142000112,49,2024-06-05,7,24442.460000000003,Perdida
6594,31287095000108,9,2023-05-10,16,54017.44,Perdida
6595,31287095000108,39,2023-05-10,16,54017.44,Perdida
6596,10789432000187,47,2023-09-17,88,279841.76,Fechada
6597,75832104000161,38,2024-02-13,49,136567.9,Fechada
6598,01682537000141,2,2024-01-10,62,176995.74,Perdida
6599,69457012000146,17,2024-05-29,26,43563.52,Aberta
6600,75832104000161,44,2024-04-14,7,28865.13,Aberta
6601,18924536000169,9,2024-09-11,7,13820.449999999999,Perdida
6602,18924536000169,39,2024-09-11,7,13820.449999999999,Perdida
6603,39215064000145,16,2023-11-27,11,4371.07,Aberta
6604,79085264000145,22,2024-09-04,97,25108.45,Perdida
6605,52346709000147,34,2024-07-25,82,254431.24000000002,Fechada
6606,70136845000194,30,2023-08-05,38,101406.42000000001,Perdida
6607,47562019000195,18,2023-07-04,85,353439.35,Perdida
6608,73582690000108,12,2025-01-01,65,142617.15,Fechada
6609,86159704000127,30,2023-07-31,24,64046.16,Fechada
6610,32489106000197,24,2024-01-09,100,166156.0,Aberta
6611,37195026000142,6,2025-01-02,83,123884.14,Fechada
6612,97306152000159,14,2024-11-03,83,219046.13,Perdida
6613,51690843000106,24,2024-10-17,51,84739.56,Perdida
6614,35691470000123,24,2023-08-31,75,124617.0,Perdida
6615,50692487000199,31,2023-10-23,86,143295.78,Fechada
6616,60174593000134,45,2023-04-30,38,166735.63999999998,Fechada
6617,31287095000108,47,2023-09-02,17,54060.34,Perdida
6618,37419085000157,35,2023-09-24,33,154786.5,Fechada
6619,42153870000140,26,2024-07-25,24,84357.12,Fechada
6620,13865704000179,7,2023-10-09,90,196340.4,Aberta
6621,69327841000104,45,2024-10-13,11,48265.579999999994,Perdida
6622,51428963000121,36,2024-08-08,1,4302.8,Aberta
6623,46798305000191,23,2023-09-09,36,172772.63999999998,Perdida
6624,10423769000176,50,2023-12-23,67,125888.98000000001,Fechada
6625,84976513000122,29,2023-09-04,23,98260.83,Fechada
6626,76543092000118,25,2023-12-04,16,25276.0,Perdida
6627,71956320000168,34,2024-03-20,94,291665.08,Perdida
6628,84976513000122,21,2023-11-09,1,4134.43,Aberta
6629,93486750000104,5,2024-08-22,66,309260.82,Fechada
6630,26819035000140,35,2023-11-27,63,295501.5,Fechada
6631,82593406000190,7,2023-01-12,50,109078.0,Aberta
6632,93254087000104,30,2024-08-22,55,146772.45,Perdida
6633,87903421000100,48,2025-01-07,19,91154.97,Aberta
6634,69235417000130,5,2023-11-17,78,365490.06000000006,Aberta
6635,06948123000135,47,2023-02-19,82,260761.63999999998,Fechada
6636,07123946000194,14,2023-11-21,42,110842.62000000001,Aberta
6637,18796230000174,32,2023-10-09,76,309124.68,Perdida
6638,49086132000177,46,2024-05-23,88,171167.03999999998,Perdida
6639,73582690000108,11,2024-09-24,82,384483.24,Perdida
6640,49086132000177,32,2023-04-26,70,284720.1,Perdida
6641,94356721000182,24,2023-12-28,76,126278.56,Perdida
6642,47562019000195,19,2024-08-25,75,240144.75,Perdida
6643,38671409000102,41,2023-08-08,77,343065.03,Perdida
6644,71206584000102,7,2023-01-23,75,163617.0,Aberta
6645,81924605000170,50,2024-10-04,76,142799.44,Aberta
6646,17493825000198,15,2024-07-08,74,343599.01999999996,Fechada
6647,27593016000101,47,2023-06-14,86,273481.72,Perdida
6648,37915620000160,28,2023-06-19,43,64429.479999999996,Fechada
6649,60481375000142,16,2024-06-05,68,27021.16,Perdida
6650,83279064000109,47,2024-07-17,94,298921.88,Perdida
6651,54823017000178,31,2023-07-25,84,139963.32,Fechada
6652,82147395000114,35,2023-08-24,51,239215.5,Fechada
6653,13280549000129,2,2024-10-15,82,234091.13999999998,Fechada
6654,70136845000194,42,2023-10-25,44,149553.36000000002,Perdida
6655,05813476000165,14,2023-01-26,93,245437.23,Perdida
6656,08193762000163,50,2023-09-14,50,93947.0,Aberta
6657,92685710000110,28,2023-12-06,83,124363.87999999999,Perdida
6658,37195026000142,2,2024-09-13,20,57095.4,Perdida
6659,82403195000185,10,2023-11-01,29,144674.33000000002,Aberta
6660,71956320000168,8,2023-09-17,33,131331.75,Aberta
6661,60481375000142,15,2024-03-16,84,390031.31999999995,Fechada
6662,10298654000105,34,2024-03-17,25,77570.5,Perdida
6663,83057142000112,9,2024-08-04,27,91154.43000000001,Fechada
6664,83057142000112,39,2024-08-04,27,91154.43000000001,Fechada
6665,08943652000171,24,2023-06-11,30,49846.799999999996,Perdida
6666,32706851000140,46,2024-09-18,33,64187.64,Fechada
6667,36128450000101,38,2023-06-23,14,39019.4,Aberta
6668,54129708000176,25,2024-05-01,78,123220.5,Fechada
6669,46379580000170,38,2024-02-02,83,231329.3,Fechada
6670,82147395000114,16,2023-12-15,24,9536.880000000001,Aberta
6671,53201978000188,29,2024-11-03,56,239243.76,Aberta
6672,84907316000151,50,2023-08-08,25,46973.5,Aberta
6673,38475210000109,32,2023-03-31,86,349798.98,Fechada
6674,81924605000170,49,2023-03-06,67,233949.26,Fechada
6675,84907316000151,37,2023-07-15,26,10630.62,Perdida
6676,06243195000187,34,2023-05-12,85,263739.7,Perdida
6677,94021873000124,26,2023-09-17,95,333913.60000000003,Perdida
6678,35691470000123,18,2024-07-22,29,120585.18999999999,Perdida
6679,10745892000103,43,2024-01-15,74,94059.18,Aberta
6680,50186723000103,10,2024-07-21,14,69842.78,Perdida
6681,29645783000142,12,2024-04-12,60,131646.6,Perdida
6682,30192685000186,20,2024-01-07,5,4324.95,Perdida
6683,25197308000108,48,2023-02-12,3,14392.89,Perdida
6684,79562304000100,10,2024-09-05,37,184584.49000000002,Aberta
6685,84036529000155,31,2024-06-03,86,143295.78,Aberta
6686,10789432000187,26,2023-11-06,5,17574.4,Aberta
6687,75698413000190,30,2024-06-25,11,29354.49,Aberta
6688,61948725000109,47,2024-12-13,88,279841.76,Fechada
6689,01357894000134,7,2024-07-09,23,50175.88,Fechada
6690,93062785000108,42,2024-01-21,27,91771.38,Fechada
6691,06243195000187,44,2023-07-21,84,346381.56,Aberta
6692,81924605000170,9,2023-08-13,99,334232.91000000003,Fechada
6693,81924605000170,39,2023-08-13,99,334232.91000000003,Fechada
6694,38475210000109,26,2024-04-23,85,298764.8,Aberta
6695,81924605000170,34,2024-04-07,83,257534.06000000003,Perdida
6696,93062785000108,27,2023-10-26,60,10397.4,Fechada
6697,85374690000100,6,2023-02-23,24,35821.92,Aberta
6698,36128450000101,33,2023-03-27,41,134385.29,Aberta
6699,69235417000130,28,2023-02-20,78,116872.07999999999,Aberta
6700,46932781000153,11,2024-05-18,19,89087.57999999999,Aberta
6701,02739645000176,2,2023-10-01,30,85643.1,Perdida
6702,18694372000120,19,2023-08-10,44,140884.91999999998,Aberta
6703,53879426000123,22,2024-02-29,5,1294.25,Fechada
6704,70136845000194,33,2023-10-21,56,183550.64,Perdida
6705,73920856000159,7,2023-12-14,42,91625.52,Perdida
6706,28597364000110,24,2024-12-25,13,21600.28,Fechada
6707,82617945000111,8,2023-08-16,44,175109.0,Fechada
6708,65839402000120,16,2023-04-04,87,34571.19,Fechada
6709,69235417000130,8,2024-01-09,25,99493.75,Aberta
6710,12064379000182,44,2023-04-22,32,131954.88,Fechada
6711,01682537000141,30,2024-11-22,59,157446.81,Aberta
6712,40568219000106,9,2024-08-12,76,256582.84000000003,Aberta
6713,40568219000106,39,2024-08-12,76,256582.84000000003,Aberta
6714,74912068000183,13,2023-03-06,16,16300.8,Aberta
6715,67493582000166,27,2023-09-17,28,4852.12,Aberta
6716,52346709000147,9,2024-09-01,69,136230.15,Aberta
6717,52346709000147,39,2024-09-01,69,136230.15,Aberta
6718,84036529000155,1,2024-07-29,53,152167.77000000002,Fechada
6719,53201978000188,23,2023-11-25,45,215965.8,Perdida
6720,79485312000192,43,2024-10-09,48,61011.36,Fechada
6721,38671409000102,3,2023-05-05,19,67467.1,Perdida
6722,85374690000100,12,2024-11-16,49,107511.39,Perdida
6723,86410572000164,32,2023-05-04,56,227776.08,Aberta
6724,46793508000195,41,2024-04-10,54,240591.06000000003,Perdida
6725,28597364000110,45,2023-08-28,69,302756.82,Fechada
6726,08193762000163,49,2024-03-28,23,80310.94,Perdida
6727,39465072000140,24,2023-06-12,84,139571.04,Perdida
6728,98603142000148,15,2024-03-19,34,157869.81999999998,Aberta
6729,18356470000158,30,2023-03-17,17,45366.03,Fechada
6730,34156087000102,14,2023-12-14,57,150429.27000000002,Aberta
6731,70136845000194,9,2023-07-17,76,256582.84000000003,Aberta
6732,70136845000194,39,2023-07-17,76,256582.84000000003,Aberta
6733,84976513000122,14,2023-09-19,72,190015.92,Fechada
6734,13486579000196,2,2024-03-27,27,77078.79,Perdida
6735,28597364000110,40,2024-03-07,17,6266.200000000001,Aberta
6736,89231756000155,1,2024-08-22,43,123456.87000000001,Aberta
6737,14320856000159,21,2024-06-04,22,90957.46,Fechada
6738,76549801000172,26,2023-07-29,50,175744.0,Fechada
6739,69457012000146,6,2024-03-15,18,26866.44,Fechada
6740,10423769000176,22,2024-02-24,68,17601.800000000003,Perdida
6741,21068975000121,17,2024-10-03,59,98855.68,Fechada
6742,78390125000162,10,2023-08-22,13,64854.01000000001,Perdida
6743,60841275000180,26,2024-06-26,44,154654.72,Aberta
6744,74126908000182,31,2023-01-24,92,153293.16,Fechada
6745,85709432000129,1,2023-04-27,48,137812.32,Perdida
6746,76543092000118,8,2024-08-29,68,270623.0,Perdida
6747,01357894000134,36,2024-08-28,17,73147.6,Fechada
6748,58091462000141,15,2023-03-01,97,450393.30999999994,Fechada
6749,69273150000175,7,2024-11-14,13,28360.28,Aberta
6750,24570639000170,7,2024-09-09,60,130893.59999999999,Aberta
6751,52846701000140,37,2024-07-04,79,32300.73,Perdida
6752,95831024000107,47,2024-07-13,6,19080.12,Aberta
6753,37915620000160,24,2024-08-04,99,164494.44,Fechada
6754,52346709000147,5,2023-09-08,80,374861.60000000003,Perdida
6755,14320856000159,9,2024-10-31,37,73050.95,Perdida
6756,14320856000159,39,2024-10-31,37,73050.95,Perdida
6757,18924536000169,40,2023-10-15,3,1105.8000000000002,Aberta
6758,93207481000191,9,2024-12-11,16,54017.44,Aberta
6759,93207481000191,39,2024-12-11,16,54017.44,Aberta
6760,36150827000129,12,2024-08-30,99,217216.89,Aberta
6761,38617452000190,1,2023-12-20,14,40195.26,Fechada
6762,39465072000140,24,2024-08-10,11,18277.16,Perdida
6763,98203146000139,22,2024-11-25,92,23814.2,Fechada
6764,89231756000155,50,2023-06-23,66,124010.04000000001,Fechada
6765,82570196000114,42,2023-05-31,95,322899.3,Aberta
6766,69457012000146,21,2023-09-14,14,57882.020000000004,Aberta
6767,75698413000190,12,2024-01-06,99,217216.89,Fechada
