id_sellout,id_parceiro,id_produto,data_fatura,nf,quantidade,valor_total
8173,54129708000176,51,2023-02-27,NF_956210,1,572.16
8174,54129708000176,53,2023-02-27,NF_956210,1,572.16
8175,48526193000145,32,2023-12-28,NF_960894,95,386405.85
8176,86740932000196,,2024-01-18,NF_361535,99,40478.13
8177,93254087000104,47,2023-10-25,NF_399236,41,130380.81999999999
8178,93254087000104,25,2023-10-22,NF_166028,65,102683.75
8179,75832104000161,1,2023-03-02,NF_247981,22,63163.98
8180,10298654000105,29,2023-05-06,NF_240651,4,17088.84
8181,06948123000135,6,2024-03-27,NF_745566,54,80599.31999999999
8182,43908267000194,17,2024-06-17,NF_271385,23,38536.96
8183,08341926000152,23,2024-06-25,NF_906198,19,91185.56
8184,94738615000163,36,2023-08-11,NF_132762,92,395857.60000000003
8185,83279064000109,,2023-08-28,NF_450270,85,34753.95
8186,94738615000163,,2023-03-23,NF_552596,77,97872.39
8187,37915620000160,1,2024-09-15,NF_958184,5,14355.45
8188,76540893000120,51,2023-09-03,NF_514333,92,52638.719999999994
8189,76540893000120,53,2023-09-03,NF_514333,92,52638.719999999994
8190,59086214000175,46,2024-04-21,NF_177117,93,180892.44
8191,30192685000186,12,2024-09-05,NF_128667,70,153587.7
8192,27613948000179,18,2023-05-16,NF_948228,30,124743.29999999999
8193,59086214000175,32,2023-09-28,NF_291177,72,292854.95999999996
8194,24190358000192,42,2023-06-17,NF_358208,17,57781.98
8195,27613948000179,23,2024-06-13,NF_539388,38,182371.12
8196,71396240000103,44,2023-03-26,NF_994268,52,214426.68
8197,10789432000187,6,2023-12-07,NF_525215,94,140302.52
8198,58091462000141,42,2024-12-20,NF_138147,13,44186.22
8199,48526193000145,17,2023-08-10,NF_148710,44,73722.88
8200,84539107000100,36,2024-05-03,NF_101015,45,193626.0
8201,10648975000184,44,2024-03-03,NF_795309,53,218550.27000000002
8202,46281375000178,24,2023-05-26,NF_869271,57,94708.92
8203,13678905000167,13,2024-02-15,NF_742569,34,34639.2
8204,84931625000167,7,2024-08-19,NF_512370,29,63265.24
8205,41693725000190,16,2024-06-13,NF_727108,17,6755.29
8206,86740932000196,34,2024-08-20,NF_646115,73,226505.86000000002
8207,84036529000155,19,2023-07-16,NF_681639,35,112067.54999999999
8208,41537260000188,17,2024-02-13,NF_650007,50,83776.0
8209,08123675000130,19,2024-09-05,NF_892558,7,22413.51
8210,81924605000170,19,2024-05-22,NF_572792,48,153692.63999999998
8211,63729548000197,48,2023-09-26,NF_982210,42,201500.46
8212,10789432000187,10,2024-06-05,NF_910350,73,364180.21
8213,69457012000146,8,2024-03-26,NF_955120,43,171129.25
8214,86159704000127,36,2024-01-12,NF_916867,47,202231.6
8215,60841275000180,34,2023-08-07,NF_632415,65,201683.30000000002
8216,04567238000154,51,2023-12-15,NF_922131,79,45200.64
8217,04567238000154,53,2023-12-15,NF_922131,79,45200.64
8218,70136845000194,8,2023-12-19,NF_139870,93,370116.75
8219,82617945000111,12,2023-12-11,NF_323240,35,76793.85
8220,75048632000124,19,2023-10-07,NF_318110,75,240144.75
8221,62987043000160,28,2023-10-29,NF_519446,15,22475.399999999998
8222,39582407000100,19,2024-09-04,NF_456551,31,99259.83
8223,46281375000178,38,2023-09-12,NF_906546,33,91974.3
8224,27640983000187,30,2024-04-04,NF_321878,62,165452.58000000002
8225,83691075000193,32,2024-12-05,NF_915462,83,337596.69
8226,10563289000100,25,2023-02-05,NF_508815,70,110582.5
8227,27416938000143,10,2024-01-16,NF_510249,17,84809.09000000001
8228,38671409000102,,2023-01-22,NF_768064,53,13719.050000000001
8229,61948725000109,33,2023-10-15,NF_602728,78,255659.82
8230,01538479000187,47,2023-09-18,NF_732051,83,263941.66
8231,54129708000176,16,2023-08-31,NF_954808,7,2781.59
8232,02563479000108,47,2024-07-24,NF_947557,63,200341.26
8233,18356470000158,16,2024-04-27,NF_458303,83,32981.71
8234,71956320000168,8,2023-07-31,NF_845349,18,71635.5
8235,03175829000113,30,2024-05-25,NF_613335,67,178795.53
8236,07123946000194,21,2024-09-15,NF_221890,28,115764.04000000001
8237,75832104000161,,2024-07-11,NF_370065,35,9059.75
8238,36128450000101,9,2023-06-20,NF_472952,39,76999.65
8239,36128450000101,39,2023-06-20,NF_472952,39,76999.65
8240,48526193000145,30,2024-05-18,NF_257683,29,77389.11
8241,32706851000140,32,2024-10-17,NF_323273,71,288787.52999999997
8242,30476915000139,7,2023-09-02,NF_929193,1,2181.56
8243,03621547000100,48,2023-06-29,NF_926004,98,470167.74
8244,82593406000190,46,2024-08-24,NF_932685,32,62242.56
8245,13486579000196,9,2023-12-09,NF_123434,57,192437.13
8246,13486579000196,39,2023-12-09,NF_123434,57,192437.13
8247,37195026000142,7,2024-02-29,NF_477376,76,165798.56
8248,52846701000140,,2024-01-08,NF_268650,2,517.7
8249,38475210000109,36,2024-06-01,NF_157732,43,185020.4
8250,13280549000129,12,2024-01-25,NF_978425,48,105317.28
8251,08123675000130,14,2023-03-28,NF_640743,100,263911.0
8252,36128450000101,14,2023-09-26,NF_274359,98,258632.78
8253,85709432000129,31,2024-11-05,NF_785168,98,163290.54
8254,85709432000129,15,2023-11-22,NF_233565,9,41789.06999999999
8255,94021873000124,46,2024-09-20,NF_933671,90,175057.19999999998
8256,82593406000190,12,2024-03-20,NF_617376,36,78987.96
8257,06714893000113,8,2023-05-23,NF_905619,33,131331.75
8258,73891425000101,40,2023-04-27,NF_696142,47,17324.2
8259,53721869000191,3,2024-07-24,NF_288847,7,24856.3
8260,46793508000195,23,2023-01-10,NF_953454,76,364742.24
8261,06352789000126,29,2024-10-13,NF_642611,34,145255.14
8262,71206584000102,38,2024-04-04,NF_315322,84,234116.4
8263,95321487000110,26,2023-08-02,NF_982605,52,182773.76
8264,32097618000108,1,2024-08-26,NF_184788,17,48808.53
8265,85709432000129,42,2024-04-27,NF_301274,54,183542.76
8266,48526193000145,27,2024-11-04,NF_251371,97,16809.13
8267,08341926000152,45,2024-12-05,NF_590489,25,109694.5
8268,80967154000196,29,2023-02-18,NF_820473,41,175160.61000000002
8269,28597364000110,24,2024-01-21,NF_591253,81,134586.36
8270,40182675000113,2,2023-11-18,NF_614618,27,77078.79
8271,58091462000141,19,2024-06-29,NF_164728,8,25615.44
8272,18694372000120,34,2023-07-14,NF_591553,78,242019.96000000002
8273,10298654000105,1,2023-08-27,NF_481050,23,66035.07
8274,94738615000163,21,2024-11-09,NF_831144,39,161242.77000000002
8275,85730216000165,50,2023-04-05,NF_838822,7,13152.58
8276,70136845000194,44,2023-10-03,NF_952549,3,12370.77
8277,86159704000127,23,2023-06-20,NF_567454,9,43193.159999999996
8278,95831024000107,41,2023-10-14,NF_306881,86,383163.54000000004
8279,41270865000155,31,2024-04-13,NF_948869,95,158291.85
8280,81924605000170,49,2024-01-03,NF_180575,13,45393.14
8281,89357206000187,28,2024-01-05,NF_831175,46,68924.56
8282,56483297000148,14,2023-04-15,NF_292663,96,253354.56
8283,08943652000171,21,2023-02-16,NF_533023,98,405174.14
8284,76193402000111,26,2024-06-06,NF_106541,86,302279.68
8285,92685710000110,19,2023-02-14,NF_788248,74,236942.81999999998
8286,02563479000108,41,2023-04-03,NF_999607,66,294055.74000000005
8287,38475210000109,49,2023-04-13,NF_339938,80,279342.4
8288,84539107000100,44,2023-09-23,NF_944928,93,383493.87
8289,54318792000176,12,2024-05-21,NF_907933,40,87764.40000000001
8290,38475210000109,10,2023-07-22,NF_888743,76,379146.52
8291,53879426000123,21,2024-01-02,NF_177402,25,103360.75
8292,08341926000152,17,2023-12-27,NF_502585,69,115610.88
8293,18356470000158,26,2024-11-05,NF_715267,83,291735.04000000004
8294,03621547000100,,2023-07-04,NF_771340,4,18755.28
8295,70381694000130,17,2024-08-25,NF_230626,66,110584.31999999999
8296,19078524000123,5,2023-08-19,NF_856748,43,201488.11000000002
8297,12738605000163,25,2024-04-29,NF_360731,25,39493.75
8298,52346709000147,28,2023-07-31,NF_225670,13,19478.68
8299,20935647000112,30,2023-07-13,NF_553074,45,120086.55
8300,10648975000184,24,2024-06-06,NF_884190,63,104678.28
8301,69045813000102,36,2023-03-04,NF_480211,91,391554.8
8302,73658420000133,13,2024-10-04,NF_283462,38,38714.4
8303,06714893000113,28,2024-12-02,NF_408687,32,47947.52
8304,53721869000191,16,2024-06-03,NF_122765,31,12318.47
8305,50987326000122,3,2023-07-30,NF_590230,99,351539.10000000003
8306,17592830000158,10,2024-06-30,NF_558234,72,359191.44000000006
8307,73920856000159,28,2024-02-28,NF_206770,96,143842.56
8308,46798305000191,14,2024-01-18,NF_253486,3,7917.33
8309,84365927000115,31,2023-04-21,NF_500575,79,131632.17
8310,47562019000195,23,2023-05-22,NF_877764,51,244761.24
8311,69457012000146,16,2023-10-08,NF_939158,67,26623.79
8312,82593406000190,45,2023-10-18,NF_720466,17,74592.26
8313,36150827000129,45,2024-01-06,NF_262452,35,153572.3
8314,18296475000132,,2024-01-31,NF_611206,8,6919.92
8315,82934057000122,26,2023-09-26,NF_470194,81,284705.28
8316,58091462000141,,2023-11-15,NF_336170,56,14495.600000000002
8317,14978052000141,14,2023-07-24,NF_513576,72,190015.92
8318,51086479000161,,2023-03-29,NF_331801,34,43216.38
8319,34156087000102,35,2023-06-30,NF_361876,67,314263.5
8320,36128450000101,45,2023-10-01,NF_363682,84,368573.51999999996
8321,10648975000184,7,2023-08-05,NF_203166,60,130893.59999999999
8322,63729548000197,16,2024-05-25,NF_855855,79,31392.23
8323,08943652000171,25,2024-07-28,NF_197684,73,115321.75
8324,18356470000158,6,2024-05-14,NF_179419,31,46269.979999999996
8325,24137089000109,24,2024-01-21,NF_487984,10,16615.6
8326,87653941000102,34,2023-09-05,NF_847788,74,229608.68000000002
8327,17560438000127,50,2023-03-22,NF_938829,51,95825.94
8328,72560143000169,,2023-11-09,NF_193304,39,182863.97999999998
8329,42153870000140,10,2024-02-26,NF_313322,76,379146.52
8330,51428963000121,25,2023-09-20,NF_859006,13,20536.75
8331,04251687000199,33,2024-11-18,NF_213617,66,216327.54
8332,59734260000133,47,2024-05-25,NF_809406,98,311641.96
8333,18796230000174,41,2023-10-25,NF_874776,70,311877.30000000005
8334,48526193000145,42,2024-01-06,NF_945233,42,142755.48
8335,63257190000147,7,2023-06-23,NF_551690,18,39268.08
8336,32571809000160,18,2024-05-03,NF_989923,92,382546.12
8337,92670451000154,2,2024-06-07,NF_740178,20,57095.4
8338,70381694000130,47,2023-09-08,NF_165253,12,38160.24
8339,17462508000104,,2023-05-05,NF_984263,64,81348.48
8340,18796230000174,15,2023-07-11,NF_833992,56,260020.87999999998
8341,82106439000168,30,2024-11-06,NF_225262,61,162783.99000000002
8342,38671409000102,27,2023-04-30,NF_765495,48,8317.92
8343,18924536000169,19,2024-02-28,NF_833052,71,227337.03
8344,48526193000145,34,2023-10-19,NF_886620,93,288562.26
8345,67042319000150,27,2023-10-24,NF_859800,54,9357.66
8346,08943652000171,45,2023-10-06,NF_214249,2,8775.56
8347,32706851000140,7,2024-03-12,NF_855072,55,119985.8
8348,12064379000182,,2023-01-21,NF_301262,47,40654.53
8349,73920856000159,44,2024-10-16,NF_761321,71,292774.89
8350,24570639000170,5,2024-09-01,NF_119542,76,356118.52
8351,94586732000159,9,2024-06-14,NF_831692,62,122409.7
8352,94586732000159,39,2024-06-14,NF_831692,62,122409.7
8353,05931862000151,33,2024-08-12,NF_351010,59,193383.71
8354,10789432000187,9,2024-04-04,NF_453026,6,20256.54
8355,10789432000187,39,2024-04-04,NF_453026,6,20256.54
8356,26819035000140,32,2024-09-09,NF_473577,45,183034.35
8357,18796230000174,32,2024-10-18,NF_338215,45,183034.35
8358,13280549000129,27,2023-10-02,NF_329870,55,9530.949999999999
8359,17560438000127,46,2024-01-20,NF_270791,67,130320.36
8360,95831024000107,24,2024-08-10,NF_796268,18,29908.079999999998
8361,67103492000111,34,2024-04-16,NF_975380,8,24822.56
8362,97163520000157,38,2023-08-30,NF_538084,53,147716.3
8363,46298301000144,19,2024-10-15,NF_105143,19,60836.67
8364,89602145000176,40,2024-01-21,NF_995337,49,18061.4
8365,98203146000139,,2023-10-16,NF_136324,15,3882.7500000000005
8366,08943652000171,17,2024-12-28,NF_164206,84,140743.68
8367,43908267000194,32,2024-02-01,NF_782707,76,309124.68
8368,07123946000194,50,2023-03-24,NF_730619,95,178499.30000000002
8369,10298654000105,36,2024-05-29,NF_767156,40,172112.0
8370,37195026000142,46,2023-11-21,NF_371068,92,178947.36
8371,52093841000194,49,2023-11-16,NF_278932,99,345686.22000000003
8372,93254087000104,5,2023-02-11,NF_458436,36,168687.72000000003
8373,85730216000165,24,2023-05-08,NF_802530,4,6646.24
8374,39048725000195,,2024-09-10,NF_474101,98,25367.300000000003
8375,93062785000108,16,2024-12-05,NF_897369,49,19471.13
8376,81924605000170,3,2024-12-14,NF_924057,99,351539.10000000003
8377,84539107000100,,2024-02-24,NF_972644,85,34753.95
8378,84539107000100,,2024-08-30,NF_764813,40,187552.8
8379,46123578000136,42,2024-12-14,NF_251952,38,129159.72
8380,50186723000103,33,2023-07-30,NF_866961,96,314658.24
8381,15207483000177,40,2024-05-09,NF_438249,63,23221.800000000003
8382,52346709000147,44,2024-05-19,NF_539922,52,214426.68
8383,38241795000100,24,2023-04-09,NF_398274,10,16615.6
8384,45682097000106,29,2024-09-02,NF_528968,76,324687.96
8385,06714893000113,9,2023-06-07,NF_417411,22,43435.7
8386,06714893000113,39,2023-06-07,NF_417411,22,43435.7
8387,13865704000179,31,2023-11-22,NF_104663,41,68315.43000000001
8388,92518043000181,51,2023-05-18,NF_572117,91,52066.56
8389,92518043000181,53,2023-05-18,NF_572117,91,52066.56
8390,70512493000124,51,2023-07-12,NF_866797,69,39479.04
8391,70512493000124,53,2023-07-12,NF_866797,69,39479.04
8392,19064732000173,,2023-06-22,NF_690590,14,5724.18
8393,54129708000176,26,2024-08-06,NF_973539,74,260101.12
8394,93486750000104,28,2024-08-01,NF_706500,99,148337.63999999998
8395,08341926000152,21,2024-05-30,NF_439704,12,49613.16
8396,45621703000175,1,2024-09-10,NF_512259,58,166523.22
8397,84931625000167,3,2024-05-17,NF_726483,51,181095.9
8398,28650493000124,2,2023-08-30,NF_785764,99,282622.23
8399,75832104000161,34,2023-12-18,NF_807992,38,117907.16
8400,54029617000169,,2023-01-09,NF_725058,26,22489.74
8401,34156087000102,47,2023-08-29,NF_407026,81,257581.62
8402,08943652000171,1,2023-01-22,NF_812583,83,238300.47
8403,10648975000184,,2024-01-04,NF_580375,76,356350.31999999995
8404,93254087000104,46,2023-03-28,NF_923309,57,110869.56
8405,49306785000114,,2023-07-22,NF_394424,77,31482.99
8406,74126908000182,13,2023-11-15,NF_888413,17,17319.6
8407,12653749000117,17,2024-09-25,NF_174703,60,100531.2
8408,15072963000178,40,2024-04-12,NF_536026,71,26170.600000000002
8409,75832104000161,9,2023-12-19,NF_193309,33,111410.97
8410,75832104000161,39,2023-12-19,NF_193309,33,111410.97
8411,37465092000195,41,2024-05-14,NF_574720,35,155938.65000000002
8412,32706851000140,5,2024-07-17,NF_791400,38,178059.26
8413,81974502000115,,2023-03-23,NF_340623,58,271951.56
8414,82974306000103,8,2023-07-24,NF_742004,45,179088.75
8415,37195026000142,9,2024-07-27,NF_686510,67,132281.44999999998
8416,37195026000142,39,2024-07-27,NF_686510,67,132281.44999999998
8417,84036529000155,48,2024-01-25,NF_618296,93,446179.59
8418,24190358000192,35,2024-06-10,NF_163711,13,60976.5
8419,50186723000103,5,2024-04-10,NF_192291,56,262403.12
8420,29803475000106,25,2024-01-22,NF_680122,99,156395.25
8421,27910485000107,28,2024-07-20,NF_196303,5,7491.799999999999
8422,41089326000114,32,2024-09-27,NF_333282,61,248113.22999999998
8423,31287095000108,24,2024-09-25,NF_381022,62,103016.72
8424,32489106000197,47,2024-10-06,NF_525169,7,22260.14
8425,01682537000141,2,2024-06-29,NF_802817,49,139883.73
8426,38671409000102,1,2023-07-17,NF_435721,39,111972.51000000001
8427,02563479000108,48,2023-08-21,NF_688013,12,57571.56
8428,31287095000108,38,2023-04-14,NF_906799,17,47380.7
8429,85374690000100,12,2024-03-14,NF_232247,5,10970.550000000001
8430,48526193000145,38,2023-10-06,NF_100544,23,64103.299999999996
8431,52346709000147,24,2024-07-15,NF_152998,36,59816.159999999996
8432,13280549000129,1,2023-09-13,NF_332353,14,40195.26
8433,82916470000164,33,2024-03-27,NF_664946,56,183550.64
8434,48526193000145,32,2023-09-29,NF_372470,94,382338.42
8435,73891425000101,5,2023-02-09,NF_313431,24,112458.48000000001
8436,10789432000187,33,2024-02-14,NF_992313,92,301547.48
8437,08341926000152,21,2024-07-14,NF_892502,11,45478.73
8438,73458106000107,,2023-06-25,NF_932235,71,90245.97
8439,04567238000154,31,2024-01-30,NF_433432,98,163290.54
8440,50692487000199,28,2025-01-06,NF_850297,40,59934.399999999994
8441,58091462000141,17,2023-08-16,NF_619685,64,107233.28
8442,85709432000129,26,2023-10-24,NF_965571,48,168714.24
8443,04732156000118,38,2024-07-15,NF_834577,47,130993.7
8444,18356470000158,,2024-08-25,NF_478019,63,295395.66
8445,91782063000100,45,2023-11-16,NF_904671,100,438778.0
8446,75832104000161,32,2023-02-05,NF_645290,56,227776.08
8447,18420763000157,46,2023-04-13,NF_888841,14,27231.12
8448,07123946000194,51,2024-01-01,NF_534114,15,8582.4
8449,07123946000194,53,2024-01-01,NF_534114,15,8582.4
8450,60481375000142,14,2023-01-27,NF_430922,93,245437.23
8451,58091462000141,41,2023-06-05,NF_798680,87,387618.93000000005
8452,52894317000112,38,2024-04-24,NF_552565,26,72464.59999999999
8453,56789413000151,41,2024-10-09,NF_274788,78,347520.42000000004
8454,53879426000123,25,2023-11-05,NF_449069,93,146916.75
8455,85709432000129,36,2023-03-27,NF_252633,76,327012.8
8456,93048157000178,35,2023-01-22,NF_568803,63,295501.5
8457,54318792000176,10,2023-03-09,NF_345472,97,483910.69000000006
8458,53721869000191,7,2023-12-31,NF_724133,96,209429.76
8459,49306785000114,19,2023-10-05,NF_171248,83,265760.19
8460,27910485000107,2,2024-04-30,NF_834845,16,45676.32
8461,59086214000175,33,2024-06-17,NF_565179,26,85219.94
8462,10789432000187,,2023-02-01,NF_491680,69,87703.83
8463,24137089000109,,2024-06-02,NF_388754,67,314150.94
8464,52346709000147,9,2024-10-26,NF_320297,84,283591.56
8465,52346709000147,39,2024-10-26,NF_320297,84,283591.56
8466,10423769000176,24,2023-02-07,NF_587151,70,116309.2
8467,73658420000133,6,2024-08-18,NF_349285,78,116421.23999999999
8468,31287095000108,51,2023-03-30,NF_459917,11,6293.759999999999
8469,31287095000108,53,2023-03-30,NF_459917,11,6293.759999999999
8470,93486750000104,34,2023-12-14,NF_424487,63,195477.66
8471,75698413000190,9,2024-08-12,NF_579420,93,313976.37
8472,75698413000190,39,2024-08-12,NF_579420,93,313976.37
8473,13486579000196,,2023-02-04,NF_568245,52,44979.48
8474,89231756000155,9,2025-01-07,NF_404305,16,31589.6
8475,89231756000155,39,2025-01-07,NF_404305,16,31589.6
8476,07123946000194,23,2023-11-01,NF_254920,90,431931.6
8477,49086132000177,46,2023-12-31,NF_382104,20,38901.6
8478,73920856000159,32,2024-03-27,NF_976055,99,402675.57
8479,18924536000169,18,2024-09-13,NF_605979,54,224537.93999999997
8480,75832104000161,47,2024-05-23,NF_715819,68,216241.36
8481,79485312000192,26,2023-08-05,NF_154675,41,144110.08000000002
8482,24137089000109,34,2024-03-29,NF_611903,6,18616.920000000002
8483,47562019000195,,2023-02-02,NF_548491,25,6471.250000000001
8484,50186723000103,26,2024-01-22,NF_723927,15,52723.200000000004
8485,27593016000101,5,2024-03-04,NF_309822,3,14057.310000000001
8486,74912068000183,47,2023-12-09,NF_205217,64,203521.28
8487,27591460000198,30,2024-07-05,NF_546114,67,178795.53
8488,48526193000145,17,2024-04-16,NF_274162,95,159174.4
8489,30476915000139,9,2023-05-26,NF_806561,57,192437.13
8490,30476915000139,39,2023-05-26,NF_806561,57,192437.13
8491,18924536000169,,2024-02-22,NF_296773,6,2453.2200000000003
8492,71956320000168,14,2023-09-07,NF_902486,14,36947.54
8493,84976513000122,25,2023-09-08,NF_654716,79,124800.25
8494,52846701000140,5,2024-06-19,NF_431029,44,206173.88
8495,97163520000157,24,2023-03-25,NF_890102,40,66462.4
8496,27416938000143,12,2023-11-13,NF_334445,87,190887.57
8497,48526193000145,15,2024-12-10,NF_823925,31,143940.12999999998
8498,85709432000129,29,2024-07-07,NF_303224,79,337504.59
8499,38671409000102,1,2023-05-09,NF_439250,35,100488.15000000001
8500,87653941000102,30,2023-04-03,NF_320163,72,192138.48
8501,82916470000164,16,2024-08-11,NF_661234,92,36558.04
8502,81924605000170,,2024-09-18,NF_164513,29,11857.23
8503,18924536000169,1,2023-10-18,NF_585505,98,281366.82
8504,60481375000142,48,2024-04-01,NF_824022,32,153524.16
8505,54029617000169,5,2024-09-28,NF_909201,89,417033.53
8506,27549830000129,32,2024-09-05,NF_126970,62,252180.66
8507,95831024000107,32,2023-07-10,NF_350519,68,276585.24
8508,08193762000163,29,2024-06-07,NF_377948,15,64083.15
8509,10298654000105,9,2024-03-09,NF_628976,40,135043.6
8510,10298654000105,39,2024-03-09,NF_628976,40,135043.6
8511,53721869000191,1,2024-08-28,NF_335218,46,132070.14
8512,82593406000190,,2024-09-13,NF_106665,61,77535.26999999999
8513,70381694000130,15,2024-12-25,NF_853374,34,157869.81999999998
8514,26194750000135,51,2024-04-06,NF_182113,9,5149.44
8515,26194750000135,53,2024-04-06,NF_182113,9,5149.44
8516,82593406000190,42,2023-12-03,NF_346037,7,23792.58
8517,18694372000120,33,2023-12-19,NF_961116,10,32776.9
8518,24570639000170,7,2023-11-16,NF_851544,83,181069.47999999998
8519,06243195000187,9,2024-06-16,NF_783166,33,65153.549999999996
8520,06243195000187,39,2024-06-16,NF_783166,33,65153.549999999996
8521,46123578000136,36,2023-07-21,NF_371340,80,344224.0
8522,89231756000155,50,2023-10-09,NF_442585,81,152194.14
8523,10648975000184,15,2023-06-10,NF_759672,51,236804.72999999998
8524,34156087000102,36,2024-09-13,NF_727084,6,25816.800000000003
8525,18694372000120,30,2023-12-06,NF_611258,62,165452.58000000002
8526,81924605000170,44,2024-01-21,NF_129015,31,127831.29000000001
8527,75832104000161,3,2023-07-13,NF_368783,77,273419.3
8528,94586732000159,25,2023-10-20,NF_383271,51,80567.25
8529,38241795000100,32,2024-11-20,NF_973082,63,256248.09
8530,10298654000105,45,2024-06-14,NF_656789,65,285205.7
8531,93748502000186,17,2024-09-16,NF_258386,40,67020.8
8532,72418639000100,1,2023-10-11,NF_757561,83,238300.47
8533,98603142000148,9,2024-07-07,NF_703182,86,290343.74
8534,98603142000148,39,2024-07-07,NF_703182,86,290343.74
8535,12403859000120,15,2024-02-21,NF_541271,94,436463.61999999994
8536,27613948000179,38,2024-04-13,NF_906956,42,117058.2
8537,98603142000148,42,2023-11-20,NF_151997,97,329697.18
8538,25197308000108,41,2023-02-12,NF_541916,36,160394.04
8539,18356470000158,10,2024-01-22,NF_921851,76,379146.52
8540,50186723000103,49,2023-02-21,NF_468647,34,118720.52
8541,48526193000145,8,2023-12-26,NF_242445,28,111433.0
8542,51690843000106,30,2023-04-17,NF_396870,78,208150.02000000002
8543,58314067000180,1,2023-04-21,NF_677566,34,97617.06
8544,21068975000121,,2024-02-26,NF_389411,4,18755.28
8545,07123946000194,26,2024-03-01,NF_755571,67,235496.96000000002
8546,10789432000187,1,2023-06-23,NF_704876,26,74648.34
8547,82593406000190,18,2023-08-05,NF_658103,18,74845.98
8548,71396240000103,51,2024-09-04,NF_712630,3,1716.48
8549,71396240000103,53,2024-09-04,NF_712630,3,1716.48
8550,27640983000187,3,2023-03-15,NF_881901,1,3550.9
8551,69235417000130,19,2023-06-22,NF_290520,90,288173.7
8552,35691470000123,1,2023-07-06,NF_492375,74,212460.66
8553,49086132000177,33,2024-09-21,NF_932145,73,239271.37
8554,04251687000199,14,2023-10-03,NF_431943,13,34308.43
8555,10789432000187,6,2024-10-06,NF_804728,75,111943.5
8556,58091462000141,15,2023-03-31,NF_332109,61,283237.02999999997
8557,93486750000104,12,2024-08-15,NF_388931,35,76793.85
8558,27593016000101,12,2023-06-07,NF_608306,7,15358.77
8559,23654987000163,16,2024-04-27,NF_236048,27,10728.99
8560,47562019000195,36,2023-01-13,NF_420780,76,327012.8
8561,75832104000161,8,2023-03-06,NF_959156,92,366137.0
8562,08341926000152,13,2023-08-07,NF_574082,61,62146.799999999996
8563,83279064000109,14,2023-06-04,NF_488509,67,176820.37
8564,14978052000141,30,2023-02-13,NF_510616,99,264190.41000000003
8565,69235417000130,34,2024-04-20,NF_952739,100,310282.0
8566,80967154000196,9,2024-01-06,NF_903793,57,192437.13
8567,80967154000196,39,2024-01-06,NF_903793,57,192437.13
8568,38241795000100,8,2024-12-15,NF_425461,94,374096.5
8569,75832104000161,19,2024-11-03,NF_832362,73,233740.88999999998
8570,19078524000123,33,2023-09-05,NF_690426,63,206494.47
8571,38069452000100,14,2023-05-16,NF_343557,100,263911.0
8572,53028194000108,1,2024-01-25,NF_968856,31,89003.79000000001
8573,10423769000176,8,2024-05-15,NF_390166,49,195007.75
8574,27910485000107,9,2023-09-05,NF_892750,72,142153.19999999998
8575,27910485000107,39,2023-09-05,NF_892750,72,142153.19999999998
8576,81924605000170,10,2024-04-29,NF_439431,9,44898.93000000001
8577,71248630000128,1,2023-07-03,NF_707234,11,31581.99
8578,82570196000114,13,2023-12-09,NF_613030,77,78447.59999999999
8579,28650493000124,24,2023-11-18,NF_409566,58,96370.48
8580,82147395000114,26,2024-10-30,NF_508491,21,73812.48
8581,12064379000182,27,2024-06-13,NF_195198,95,16462.55
8582,03461279000107,5,2024-12-24,NF_542997,18,84343.86000000002
8583,73891425000101,19,2023-07-01,NF_522412,17,54432.81
8584,52346709000147,17,2023-09-08,NF_119390,95,159174.4
8585,85709432000129,1,2024-01-15,NF_499669,62,178007.58000000002
8586,08193762000163,44,2024-07-14,NF_884863,94,387617.46
8587,69273150000175,30,2024-08-29,NF_967165,92,245510.28000000003
8588,63418709000121,,2024-07-25,NF_793657,19,24150.329999999998
8589,18356470000158,50,2024-03-24,NF_374594,26,48852.44
8590,89231756000155,32,2023-11-25,NF_839485,85,345731.55
8591,53201978000188,50,2023-12-17,NF_602134,82,154073.08000000002
8592,10648975000184,5,2024-08-27,NF_849391,69,323318.13
8593,58091462000141,26,2024-10-06,NF_302608,3,10544.64
8594,81924605000170,,2024-11-24,NF_152479,3,776.5500000000001
8595,84907316000151,38,2023-02-25,NF_677011,82,228542.19999999998
8596,27613948000179,27,2024-06-30,NF_456760,65,11263.85
8597,65140839000170,2,2023-08-04,NF_658033,79,225526.83
8598,39465072000140,31,2024-02-16,NF_721062,84,139963.32
8599,91376805000190,50,2023-01-25,NF_962653,30,56368.200000000004
8600,93062785000108,15,2023-06-09,NF_915609,14,65005.219999999994
8601,50186723000103,46,2024-07-07,NF_825055,50,97254.0
8602,60174593000134,24,2024-08-26,NF_747703,62,103016.72
8603,85709432000129,40,2024-11-01,NF_819816,87,32068.2
8604,04732156000118,19,2024-11-30,NF_166259,82,262558.26
8605,15863492000116,48,2024-06-09,NF_305539,59,283060.17
8606,24019675000140,41,2023-01-16,NF_490463,69,307421.91000000003
8607,31287095000108,28,2024-06-06,NF_358836,96,143842.56
8608,52138796000147,12,2023-02-17,NF_816880,75,164558.25
8609,79085264000145,16,2024-12-18,NF_350288,77,30597.49
8610,40568219000106,1,2023-12-28,NF_233518,10,28710.9
8611,52346709000147,19,2024-06-14,NF_795495,58,185711.94
8612,75832104000161,23,2024-07-20,NF_178079,7,33594.68
